,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Total,21.5,18.6,16.2,14.9,13.7,13.1,12.8,12.2,11.5,11,10.8,10.5,10.2,9.3
